id,Country,Cases,Deaths,Update_Time
1683,Mauritius,1,0,2009-07-06 09:00:00
1684,Mexico,10262,119,2009-07-06 09:00:00
1685,Montenegro,10,0,2009-07-06 09:00:00
1686,Morocco,17,0,2009-07-06 09:00:00
1687,Myanmar,1,0,2009-07-06 09:00:00
1688,Nepal,5,0,2009-07-06 09:00:00
1689,Netherlands,155,0,2009-07-06 09:00:00
1690,New Zealand,1059,3,2009-07-06 09:00:00
1691,Nicaragua,321,0,2009-07-06 09:00:00
1692,Norway,41,0,2009-07-06 09:00:00
1693,Oman,4,0,2009-07-06 09:00:00
1694,Palau,1,0,2009-07-06 09:00:00
1695,Panama,417,0,2009-07-06 09:00:00
1696,Papua New Guinea,1,0,2009-07-06 09:00:00
1697,Paraguay,106,1,2009-07-06 09:00:00
1698,Peru,916,0,2009-07-06 09:00:00
1699,Philippines,1709,1,2009-07-06 09:00:00
1700,Poland,25,0,2009-07-06 09:00:00
1701,Portugal,42,0,2009-07-06 09:00:00
1702,Puerto Rico,18,0,2009-07-06 09:00:00
1703,Qatar,23,0,2009-07-06 09:00:00
1704,Romania,41,0,2009-07-06 09:00:00
1705,Russia,3,0,2009-07-06 09:00:00
1706,Saint Lucia,1,0,2009-07-06 09:00:00
1707,Samoa,1,0,2009-07-06 09:00:00
1708,Saudi Arabia,114,0,2009-07-06 09:00:00
1709,Serbia,15,0,2009-07-06 09:00:00
1710,Singapore,1055,0,2009-07-06 09:00:00
1711,Slovakia,18,0,2009-07-06 09:00:00
1712,Slovenia,14,0,2009-07-06 09:00:00
1713,South Africa,18,0,2009-07-06 09:00:00
1714,Spain,776,1,2009-07-06 09:00:00
1715,Sri Lanka,19,0,2009-07-06 09:00:00
1716,Suriname,11,0,2009-07-06 09:00:00
1717,Sweden,84,0,2009-07-06 09:00:00
1718,Switzerland,76,0,2009-07-06 09:00:00
1719,Syria,1,0,2009-07-06 09:00:00
1720,Thailand,2076,7,2009-07-06 09:00:00
1721,The former Yugoslav Republic of Macedonia,2,0,2009-07-06 09:00:00
1722,Trinidad and Tobago,65,0,2009-07-06 09:00:00
1723,Tunisia,5,0,2009-07-06 09:00:00
1724,Turkey,40,0,2009-07-06 09:00:00
1725,Uganda,1,0,2009-07-06 09:00:00
1726,Ukraine,1,0,2009-07-06 09:00:00
1727,United Arab Emirates,8,0,2009-07-06 09:00:00
1728,United Kingdom,7464,3,2009-07-06 09:00:00
1729,United States of America,33902,170,2009-07-06 09:00:00
1730,Uruguay,195,4,2009-07-06 09:00:00
1731,Vanuatu,2,0,2009-07-06 09:00:00
1732,Venezuela,206,0,2009-07-06 09:00:00
1733,Viet Nam,181,0,2009-07-06 09:00:00
1734,Virgin Islands,1,0,2009-07-06 09:00:00
1735,West Bank and Gaza Strip,60,0,2009-07-06 09:00:00
1736,Yemen,8,0,2009-07-06 09:00:00
